"","Symbol","logFC","FDR"
"406","Ddi2",-0.907545000235507,5.78427285443354e-13
"407","Nr3c2",0.626430318110258,7.28265142120722e-05
"408","Ubc",-1.60753124123915,6.72394683924549e-07
"409","Sfrp5",1.36079611961961,3.15054175597397e-06
"410","Ankrd9",-0.92990545201267,1.04965055719009e-06
"411","Prickle3",-0.934968373312771,8.26391263104578e-07
"412","Ucp3",-1.27004935214091,5.18522798882164e-13
"413","Slc16a3",-0.786018578893726,1.36468160102233e-08
"414","Fbp2",-1.53130420861998,1.08804450954857e-12
"415","Ccnd2",1.04698118596682,3.11734724563501e-05
"416","Parp8",0.649813050713605,2.19634012962298e-05
"417","Hspa12a",0.92524873217333,5.79793230720511e-05
"418","Sec14l5",1.56410671442175,2.14433153546616e-08
"419","Pex16",-0.650146968248279,0.00261243704772076
"420","Spsb1",-1.13846263671389,0.000642299959164022
"421","Lrrc58",-1.09234909764192,6.10795717407187e-14
"422","Nrp1",0.596742417223463,3.30862540424718e-06
"423","Erbin",-0.72031388289519,3.6797633641798e-07
"424","Kcnf1",-1.89223529274525,4.04369336796067e-05
"425","Ermp1",0.642100171218542,7.15375886254909e-05
"426","Kdr",1.01634262626682,1.75657782418352e-10
"427","8430426J06Rik",1.4589715626331,0.00509802723260739
"428","Pmp22",0.83964037543188,0.00107614394110899
"429","Mir22hg",-0.677487413013382,0.00068909243354889
"430","Tbc1d1",-0.852661088408296,2.77921011481528e-12
"431","Nepro",-0.814496933553731,0.000628272504656903
"432","Asxl1",-0.63675349365191,0.000151104917898998
"433","Prg4",-1.02932612345411,1.27792183136643e-07
"434","Asb5",-0.659987093516425,3.46639088866941e-09
"435","Efhd1",0.863705888947489,0.00507912593454438
"436","0610040F04Rik",1.09963427043629,0.00553767167148251
"437","Slc43a3",-0.786990043344069,0.000112244710089205
"438","Bcl2l11",-1.01372165205209,7.04816130943297e-08
"439","A830010M20Rik",0.684657412534252,0.00529085678062219
"440","Mc5r",0.924156829031917,0.00392943521849598
"441","2410006H16Rik",-1.89384441372473,2.3243907266348e-16
"442","Ppp1r3d",-1.02202681728259,0.00209197575133841
"443","Zbtb16",-1.36224994383074,1.32486755240053e-05
"444","Utp14b",1.09287664925107,0.00140129152903677
"445","Nr4a1",0.659079036191508,0.000286551322933777
"446","Vat1l",2.01061366568712,0.00286089562212233
"447","Dusp7",-0.653878665503598,0.000548710548194541
"448","Prob1",-0.587946769465443,7.10568891094451e-07
"449","Gas7",0.704747633339228,0.00157022050898474
"450","Armcx4",0.914774396108683,5.9058380473984e-08
"451","Slc16a9",-1.24306856758221,1.41855721815576e-08
"452","Tnfaip3",0.918431918263975,0.00546431819693076
"453","Cyp27a1",-0.743790440125173,1.11449351536688e-10
"454","Plxna4",0.753610274001199,0.00241856718540262
"455","Atf4",-0.639018769199918,9.35112146253266e-09
"456","Tob2",-0.989717530518757,3.51339936997621e-07
"457","Hdac9",1.56575873199811,1.28575231578128e-10
"458","Bcam",0.744843971072851,8.09609781463988e-09
"459","Mndal",1.30683686597743,0.000455526351348934
"460","Anxa3",0.782155913255448,1.89581050430525e-05
